pokedex_number,abilities,name,hp,defense,attack,speed,type1,type2,classfication,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,height_m,weight_kg,generation
611,"['Rivalry', 'Mold Breaker', 'Unnerve']",Fraxure,66,70,117,67,dragon,,Axe Jaw Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,1.0,36.0,5
612,"['Rivalry', 'Mold Breaker', 'Unnerve']",Haxorus,76,90,147,97,dragon,,Axe Jaw Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,1.8,105.5,5
613,"['Snow Cloak', 'Slush Rush', 'Rattled']",Cubchoo,55,40,70,40,ice,,Chill Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,0.5,8.5,5
614,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",Beartic,95,80,130,50,ice,,Freezing Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,2.6,260.0,5
615,['Levitate'],Cryogonal,80,50,50,105,ice,,Crystallizing Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,,1.1,148.0,5
616,"['Hydration', 'Shell Armor', 'Overcoat']",Shelmet,50,85,40,25,bug,,Snail Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.4,7.7,5
617,"['Hydration', 'Sticky Hold', 'Unburden']",Accelgor,80,40,70,145,bug,,Shell Out Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.8,25.3,5
618,"['Static', 'Limber', 'Sand Veil']",Stunfisk,109,84,66,32,ground,electric,Trap Pokémon,1000000,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,50,0.7,11.0,5
619,"['Inner Focus', 'Regenerator', 'Reckless']",Mienfoo,45,50,85,65,fighting,,Martial Arts Pokémon,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,0.9,20.0,5
620,"['Inner Focus', 'Regenerator', 'Reckless']",Mienshao,65,60,125,105,fighting,,Martial Arts Pokémon,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,1.4,35.5,5
621,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",Druddigon,77,90,120,48,dragon,,Cave Pokémon,1000000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,1.6,139.0,5
622,"['Iron Fist', 'Klutz', 'No Guard']",Golett,59,50,74,35,ground,ghost,Automaton Pokémon,1000000,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,,1.0,92.0,5
623,"['Iron Fist', 'Klutz', 'No Guard']",Golurk,89,80,124,55,ground,ghost,Automaton Pokémon,1000000,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,,2.8,330.0,5
624,"['Defiant', 'Inner Focus', 'Pressure']",Pawniard,45,70,85,60,dark,steel,Sharp Blade Pokémon,1000000,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,50,0.5,10.2,5
625,"['Defiant', 'Inner Focus', 'Pressure']",Bisharp,65,100,125,70,dark,steel,Sword Blade Pokémon,1000000,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,50,1.6,70.0,5
626,"['Reckless', 'Sap Sipper', 'Soundproof']",Bouffalant,95,95,110,55,normal,,Bash Buffalo Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.6,94.6,5
627,"['Keen Eye', 'Sheer Force', 'Hustle']",Rufflet,70,50,83,60,normal,flying,Eaglet Pokémon,1250000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,0.5,10.5,5
628,"['Keen Eye', 'Sheer Force', 'Defiant']",Braviary,100,75,123,80,normal,flying,Valiant Pokémon,1250000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,1.5,41.0,5
629,"['Big Pecks', 'Overcoat', 'Weak Armor']",Vullaby,70,75,55,60,dark,flying,Diapered Pokémon,1250000,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,0.5,9.0,5
630,"['Big Pecks', 'Overcoat', 'Weak Armor']",Mandibuzz,110,105,65,80,dark,flying,Bone Vulture Pokémon,1250000,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,1.2,39.5,5
631,"['Gluttony', 'Flash Fire', 'White Smoke']",Heatmor,85,66,97,65,fire,,Anteater Pokémon,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,1.4,58.0,5
632,"['Swarm', 'Hustle', 'Truant']",Durant,58,112,109,109,bug,steel,Iron Ant Pokémon,1000000,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,50,0.3,33.0,5
633,['Hustle'],Deino,52,50,65,38,dark,dragon,Irate Pokémon,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,0.8,17.3,5
634,['Hustle'],Zweilous,72,70,85,58,dark,dragon,Hostile Pokémon,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,1.4,50.0,5
635,['Levitate'],Hydreigon,92,90,105,98,dark,dragon,Brutal Pokémon,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,1.8,160.0,5
636,"['Flame Body', 'Swarm']",Larvesta,55,55,85,60,bug,fire,Torch Pokémon,1250000,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,50,1.1,28.8,5
637,"['Flame Body', 'Swarm']",Volcarona,85,65,60,100,bug,fire,Sun Pokémon,1250000,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,50,1.6,46.0,5
638,['Justified'],Cobalion,91,129,90,108,steel,fighting,Iron Will Pokémon,1250000,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,,2.1,250.0,5
639,['Justified'],Terrakion,91,90,129,108,rock,fighting,Cavern Pokémon,1250000,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,,1.9,260.0,5
640,['Justified'],Virizion,91,72,90,108,grass,fighting,Grassland Pokémon,1250000,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,,2.0,200.0,5
641,"['Prankster', 'Defiant', 'Regenerator']",Tornadus,79,80,100,121,flying,,Cyclone Pokémon,1250000,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,1.5,63.0,5
642,"['Prankster', 'Defiant', 'Volt Absorb']",Thundurus,79,70,105,101,electric,flying,Bolt Strike Pokémon,1250000,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,100,1.5,61.0,5
643,['Turboblaze'],Reshiram,100,100,120,90,dragon,fire,Vast White Pokémon,1250000,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,,3.2,330.0,5
644,['Teravolt'],Zekrom,100,120,150,90,dragon,electric,Deep Black Pokémon,1250000,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,,2.9,345.0,5
645,"['Sand Force', 'Sheer Force', 'Intimidate']",Landorus,89,90,145,91,ground,flying,Abundance Pokémon,1250000,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,100,1.5,68.0,5
646,"['Pressure', 'Teravolt', 'Turboblaze']",Kyurem,125,90,120,95,dragon,ice,Boundary Pokémon,1250000,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,,3.0,325.0,5
647,['Justified'],Keldeo,91,90,72,108,water,fighting,Colt Pokémon,1250000,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,,1.4,48.5,5
648,['Serene Grace'],Meloetta,100,90,128,128,normal,psychic,Melody Pokémon,1250000,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,,0.6,6.5,5
649,['Download'],Genesect,71,95,120,99,bug,steel,Paleozoic Pokémon,1250000,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,,1.5,82.5,5
650,"['Overgrow', 'Bulletproof']",Chespin,56,65,61,38,grass,,Spiky Nut Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.4,9.0,6
651,"['Overgrow', 'Bulletproof']",Quilladin,61,95,78,57,grass,,Spiny Armor Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.7,29.0,6
652,"['Overgrow', 'Bulletproof']",Chesnaught,88,122,107,64,grass,fighting,Spiny Armor Pokémon,1059860,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,88.1,1.6,90.0,6
653,"['Blaze', 'Magician']",Fennekin,40,40,45,60,fire,,Fox Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.4,9.4,6
654,"['Blaze', 'Magician']",Braixen,59,58,59,73,fire,,Fox Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,1.0,14.5,6
655,"['Blaze', 'Magician']",Delphox,75,72,69,104,fire,psychic,Fox Pokémon,1059860,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,88.1,1.5,39.0,6
656,"['Torrent', 'Protean']",Froakie,41,40,56,71,water,,Bubble Frog Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.3,7.0,6
657,"['Torrent', 'Protean']",Frogadier,54,52,63,97,water,,Bubble Frog Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.6,10.9,6
658,"['Torrent', 'Protean', 'Battle Bond']",Greninja,72,67,145,132,water,dark,Ninja Pokémon,1059860,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,88.1,1.5,40.0,6
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",Bunnelby,38,38,36,57,normal,,Digging Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.4,5.0,6
660,"['Pickup', 'Cheek Pouch', 'Huge Power']",Diggersby,85,77,56,78,normal,ground,Digging Pokémon,1000000,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,50,1.0,42.4,6
661,"['Big Pecks', 'Gale Wings']",Fletchling,45,43,50,62,normal,flying,Tiny Robin Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,1.7,6
662,"['Flame Body', 'Gale Wings']",Fletchinder,62,55,73,84,fire,flying,Ember Pokémon,1059860,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,50,0.7,16.0,6
663,"['Flame Body', 'Gale Wings']",Talonflame,78,71,81,126,fire,flying,Scorching Pokémon,1059860,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,50,1.2,24.5,6
664,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,38,40,35,35,bug,,Scatterdust Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.3,2.5,6
665,"['Shed Skin', 'Friend Guard']",Spewpa,45,60,22,29,bug,,Scatterdust Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.3,8.4,6
666,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,80,50,52,89,bug,flying,Scale Pokémon,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,1.2,17.0,6
667,"['Rivalry', 'Unnerve', 'Moxie']",Litleo,62,58,50,72,fire,normal,Lion Cub Pokémon,1059860,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,11.2,0.6,13.5,6
668,"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,86,72,68,106,fire,normal,Royal Pokémon,1059860,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,11.2,1.5,81.5,6
669,"['Flower Veil', 'Symbiosis']",Flabébé,44,39,38,42,fairy,,Single Bloom Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,0.1,0.1,6
670,"['Flower Veil', 'Symbiosis']",Floette,74,67,65,92,fairy,,Fairy Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,0.2,0.9,6
671,"['Flower Veil', 'Symbiosis']",Florges,78,68,65,75,fairy,,Garden Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,1.1,10.0,6
672,"['Sap Sipper', 'Grass Pelt']",Skiddo,66,48,65,52,grass,,Mount Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.9,31.0,6
673,"['Sap Sipper', 'Grass Pelt']",Gogoat,123,62,100,68,grass,,Mount Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,1.7,91.0,6
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,67,62,82,43,fighting,,Playful Pokémon,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,0.6,8.0,6
675,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,95,78,124,58,fighting,dark,Daunting Pokémon,1000000,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,2.1,136.0,6
676,['Fur Coat'],Furfrou,75,60,80,102,normal,,Poodle Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.2,28.0,6
677,"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,62,54,48,68,psychic,,Restraint Pokémon,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.3,3.5,6
678,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,74,76,48,104,psychic,,Constraint Pokémon,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.6,8.5,6
679,['No Guard'],Honedge,45,100,80,28,steel,ghost,Sword Pokémon,1000000,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,0.8,2.0,6
680,['No Guard'],Doublade,59,150,110,35,steel,ghost,Sword Pokémon,1000000,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,0.8,4.5,6
681,['Stance Change'],Aegislash,60,50,150,60,steel,ghost,Royal Sword Pokémon,1000000,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,1.7,53.0,6
682,"['Healer', 'Aroma Veil']",Spritzee,78,60,52,23,fairy,,Perfume Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,0.2,0.5,6
683,"['Healer', 'Aroma Veil']",Aromatisse,101,72,72,29,fairy,,Fragrance Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,0.8,15.5,6
684,"['Sweet Veil', 'Unburden']",Swirlix,62,66,48,49,fairy,,Cotton Candy Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,0.4,3.5,6
685,"['Sweet Veil', 'Unburden']",Slurpuff,82,86,80,72,fairy,,Meringue Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,0.8,5.0,6
686,"['Contrary', 'Suction Cups', 'Infiltrator']",Inkay,53,53,54,45,dark,psychic,Revolving Pokémon,1000000,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,50,0.4,3.5,6
687,"['Contrary', 'Suction Cups', 'Infiltrator']",Malamar,86,88,92,73,dark,psychic,Overturning Pokémon,1000000,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,50,1.5,47.0,6
688,"['Tough Claws', 'Sniper', 'Pickpocket']",Binacle,42,67,52,50,rock,water,Two-Handed Pokémon,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,50,0.5,31.0,6
689,"['Tough Claws', 'Sniper', 'Pickpocket']",Barbaracle,72,115,105,68,rock,water,Collective Pokémon,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,50,1.3,96.0,6
690,"['Poison Point', 'Poison Touch', 'Adaptability']",Skrelp,50,60,60,30,poison,water,Mock Kelp Pokémon,1000000,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,0.5,7.3,6
691,"['Poison Point', 'Poison Touch', 'Adaptability']",Dragalge,65,90,75,44,poison,dragon,Mock Kelp Pokémon,1000000,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,50,1.8,81.5,6
692,['Mega Launcher'],Clauncher,50,62,53,44,water,,Water Gun Pokémon,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.5,8.3,6
693,['Mega Launcher'],Clawitzer,71,88,73,59,water,,Howitzer Pokémon,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.3,35.3,6
694,"['Dry Skin', 'Sand Veil', 'Solar Power']",Helioptile,44,33,38,70,electric,normal,Generator Pokémon,1000000,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,50,0.5,6.0,6
695,"['Dry Skin', 'Sand Veil', 'Solar Power']",Heliolisk,62,52,55,109,electric,normal,Generator Pokémon,1000000,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,50,1.0,21.0,6
696,"['Strong Jaw', 'Sturdy']",Tyrunt,58,77,89,48,rock,dragon,Royal Heir Pokémon,1000000,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,88.1,0.8,26.0,6
697,"['Strong Jaw', 'Rock Head']",Tyrantrum,82,119,121,71,rock,dragon,Despot Pokémon,1000000,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,88.1,2.5,270.0,6
698,"['Refrigerate', 'Snow Warning']",Amaura,77,50,59,46,rock,ice,Tundra Pokémon,1000000,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,88.1,1.3,25.2,6
699,"['Refrigerate', 'Snow Warning']",Aurorus,123,72,77,58,rock,ice,Tundra Pokémon,1000000,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,88.1,2.7,225.0,6
700,"['Cute Charm', 'Pixilate']",Sylveon,95,65,65,60,fairy,,Intertwining Pokémon,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,88.1,1.0,23.5,6
701,"['Limber', 'Unburden', 'Mold Breaker']",Hawlucha,78,75,92,118,fighting,flying,Wrestling Pokémon,1000000,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,50,0.8,21.5,6
702,"['Cheek Pouch', 'Pickup', 'Plus']",Dedenne,67,57,58,101,electric,fairy,Antenna Pokémon,1000000,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,50,0.2,2.2,6
703,"['Clear Body', 'Sturdy']",Carbink,50,150,50,50,rock,fairy,Jewel Pokémon,1250000,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,,0.3,5.7,6
704,"['Sap Sipper', 'Hydration', 'Gooey']",Goomy,45,35,50,40,dragon,,Soft Tissue Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,0.3,2.8,6
705,"['Sap Sipper', 'Hydration', 'Gooey']",Sliggoo,68,53,75,60,dragon,,Soft Tissue Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,0.8,17.5,6
706,"['Sap Sipper', 'Hydration', 'Gooey']",Goodra,90,70,100,80,dragon,,Dragon Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,2.0,150.5,6
707,"['Prankster', 'Magician']",Klefki,57,91,80,75,steel,fairy,Key Ring Pokémon,800000,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,50,0.2,3.0,6
708,"['Natural Cure', 'Frisk', 'Harvest']",Phantump,43,48,70,38,ghost,grass,Stump Pokémon,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,0.4,7.0,6
709,"['Natural Cure', 'Frisk', 'Harvest']",Trevenant,85,76,110,56,ghost,grass,Elder Tree Pokémon,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,1.5,71.0,6
710,"['Pickup', 'Frisk', 'Insomnia']",Pumpkaboo,59,70,66,41,ghost,grass,Pumpkin Pokémon,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,0.8,15.0,6
711,"['Pickup', 'Frisk', 'Insomnia']",Gourgeist,85,122,100,54,ghost,grass,Pumpkin Pokémon,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,1.7,39.0,6
712,"['Own Tempo', 'Ice Body', 'Sturdy']",Bergmite,55,85,69,28,ice,,Ice Chunk Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,1.0,99.5,6
713,"['Own Tempo', 'Ice Body', 'Sturdy']",Avalugg,95,184,117,28,ice,,Iceberg Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,2.0,505.0,6
714,"['Frisk', 'Infiltrator', 'Telepathy']",Noibat,40,35,30,55,flying,dragon,Sound Wave Pokémon,1000000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,0.5,8.0,6
715,"['Frisk', 'Infiltrator', 'Telepathy']",Noivern,85,80,70,123,flying,dragon,Sound Wave Pokémon,1000000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,1.5,85.0,6
716,['Fairy Aura'],Xerneas,126,95,131,99,fairy,,Life Pokémon,1250000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,,3.0,215.0,6
717,['Dark Aura'],Yveltal,126,95,131,99,dark,flying,Destruction Pokémon,1250000,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,,5.8,203.0,6
718,"['Aura Break', 'Power Construct']",Zygarde,216,121,100,85,dragon,ground,Order Pokémon,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,,5.0,284.6,6
719,['Clear Body'],Diancie,50,110,160,110,rock,fairy,Jewel Pokémon,1250000,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,,0.7,8.8,6
720,['Magician'],Hoopa,80,60,160,80,psychic,ghost,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1250000,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,,,,6
721,['Water Absorb'],Volcanion,80,120,110,70,fire,water,Steam Pokémon,1250000,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,,1.7,195.0,6
722,"['Overgrow', 'Long Reach']",Rowlet,68,55,55,42,grass,flying,Grass Quill Pokémon,1059860,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,88.1,0.3,1.5,7
723,"['Overgrow', 'Long Reach']",Dartrix,78,75,75,52,grass,flying,Blade Quill Pokémon,1059860,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,88.1,0.7,16.0,7
724,"['Overgrow', 'Long Reach']",Decidueye,78,75,107,70,grass,ghost,Arrow Quill Pokémon,1059860,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,88.1,1.6,36.6,7
725,"['Blaze', 'Intimidate']",Litten,45,40,65,70,fire,,Fire Cat Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.4,4.3,7
726,"['Blaze', 'Intimidate']",Torracat,65,50,85,90,fire,,Fire Cat Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.7,25.0,7
727,"['Blaze', 'Intimidate']",Incineroar,95,90,115,60,fire,dark,Heel Pokémon,1059860,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,88.1,1.8,83.0,7
728,"['Torrent', 'Liquid Voice']",Popplio,50,54,54,40,water,,Sea Lion Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.4,7.5,7
729,"['Torrent', 'Liquid Voice']",Brionne,60,69,69,50,water,,Pop Star Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.6,17.5,7
730,"['Torrent', 'Liquid Voice']",Primarina,80,74,74,60,water,fairy,Soloist Pokémon,1059860,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,88.1,1.8,44.0,7
731,"['Keen Eye', 'Skill Link', 'Pickup']",Pikipek,35,30,75,65,normal,flying,Woodpecker Pokémon,1000000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,1.2,7
732,"['Keen Eye', 'Skill Link', 'Pickup']",Trumbeak,55,50,85,75,normal,flying,Bugle Beak Pokémon,1000000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.6,14.8,7
733,"['Keen Eye', 'Skill Link', 'Sheer Force']",Toucannon,80,75,120,60,normal,flying,Cannon Pokémon,1000000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,1.1,26.0,7
